user_id,stars,text,date
2YKkLFeOx-0zRcWp0KUv_Q,3,"This place is so disorganized, the money you save is almost not worth the time you spend digging through racks and piles of mixed up clothes or hunting down for the price of that coffeemaker or cooking utensil you can't live without.

If not for the cashiers always doing their best to get you the biggest discount, their star rating would be a lot lower.",6/28/2013 15:06
U7NLhaVfOJrHb9XLsZbJnQ,5,"I knew something had to be special about Insomnia Cookies when my thin obsessed, foolishly fit friend suggested I try one as we walked past the storefront.  After spending a year in the dessertless country of Korea, I was eager to stuff my face with fresh baked cookies like I'm Santa Claus on Christmas Eve.  

Try one?!?  Yeah right Mike!  I told you this guy was foolish.  I wasn't going to go crazy with their special on a dozen cookies, so I got a half dozen.  Three chocolate chip and three double chocolate.  Turns out I'm the fool for not going with the dozen.  These babies were so good I ate five when I got home.  The only reason I didn't polish off that final cookie was so I didn't feel like a completely glutenous sloth and so I could enjoy it the next day.  It's a good thing I don't live in their delivery zone (that's right...they deliver) or else I would be even fatter than I already am!",8/28/2014 2:11
cSCPEwCjpW5CwkF9L0c2wQ,1,"Unprofessional and 3 hours for an OIL CHANGE.  My fiancé brought in our car for an appointment I scheduled for 1:30 pm. The staff were rude, curt, and unprofessional with my fiancé. The only reason I chose MIDAS was to utilize the coupon and my fiancé   told me the staff made snarky remarks about ""cheaper customers"" attempting to do so. I've utilized MIDAS in the past in other states and have never experienced anything like this. There is absolutely no reason as to why we had to go through such a terrible experience for something so simple as an oil change. And waiting 3 hours for an oil change when you've scheduled an appointment in advance is ridiculous and very inconsiderate! I won't be utilizing this business and will stick to the Take 5 oil change company from now on as they are professionals, respectful, and considerate of their customers time.",1/17/2022 22:51
CBHpTYlMeG6kMo0a7LODkA,5,"Get. In. My. Belly. 

My fiancé and I have been here several times now and between the food and service we always wonder why we don't come here more often. 

It's a cute spot in collinswood that offers a great ambiance and delicious food. Tables are a little close together but that that adds to the feel of this place. People are coming here to enjoy a good meal with good company. 

The staff is extremely knowledgable. Any questions you have they know and they are quick to help you with some recommendations. Best part about the staff is how friendly and nice they are. They seem to be genuinely happy to be there. The staff is a huge part of the experience and these guys have it together. 

The food, so good. Fresh, made in house, flavorful, and plenty. I often get the gnocchi which is stuffed with cheese and made with a penne vodka sauce. I have tried a few other things while here and you can't go wrong with any of it. 

To top it all off, it's BYOB!",12/11/2015 12:36
5ok0T77DcfrOezBZWxjWTw,5,Was recommended to try this place by a local. Sooooo good. Backyard patio area is so cute and trendy/romantic. The food is really delicious. A bit pricey but you get what you pay for! We had the seafood paella. It takes 30 min to prepare but it is so good. We also had the cauliflower and bone marrow for apps. Everything was so tasty!! I'm drooling writing this review and thinking back on the food. Yummy!!! I definitely recommend this place!,9/28/2019 3:43
HwL0cUMC7-qghiAKBzMpXg,4,"Going to The Barnes Foundation BEFORE they allowed you to take photos and AFTER was as different as night and day. 
I previously held off reviewing The Barnes as a museum because of the really bizarre experience I'd had
Seriously, the guards were all over us the last time I was there and not being able to take photos (for fun, or for reference) really detracted from our visit (along with their crappy solution for conveying information about the pieces in each room.) 

Fast-forward to my most recent jaunt, when I specifically when to see a special exhibit when I realized that the photography ban was lifted and that not only were there more people, but there were more people talking, taking pictures, looking at the reference materials and looking like they were enjoying themselves. 

The lack of information to the visitor is still a major problem for me. I like what I like, so I don't really love guided tours in museums - but I want to know what I'm looking at (hence the 4 stars) particularly due to the nature of the Barnes collection. 
The only reference for any of the art is available solely on these laminated cards stored inside the benches in each room. And they copied the original layouts of the room and Barnes wall ensembles, so there'll never be any real 'signage' but you need to do better.  
Either create the world's most robust app (current app - very meh) to remain unobtrusive so people know what they're looking at, OR print a robust, worthwhile museum guide for visitors to carry on their journey and take home with them. 

Because (confusion aside) the collection itself is very cool. 
Pieces aren't here because they're works by famous artists -- they're here because of what Barnes himself saw in each piece. The man had boots on the ground in Europe, seeking out art himself, and amassed the collection on his own. Other museums existed during this time but no one else had someone there like Barnes himself was, learning more about the art, tracking pieces down and really seeing the value in some of the most popular styles of art now before anyone else did.

More helpful details: There is coat & bag check in the basement (as well as lockers) along with a small but decent gift shop. The bathrooms were a bit of a hot mess both times I was there which, should be something they might want to look into dealing with.",11/9/2018 19:59
SPMXbHrY9Nq-iOQsM-ckIA,1,"I guess if you in to ""liberty"" this is the place for you.  If you are into your health, this is the place to avoid.  It is dirty and the food isn't worth the calorie intake.  Fattening food can be great fun, but it must be good.  I am a wings guy and these were the worst wings I have ever had.   Then there is the issue of crowds, the virus and safety.  I will leave that decision to you.",9/28/2021 13:50
O5y7KlfBdqV6Ih8yhjZLsg,5,"We came here for the soft opening and boy were we impressed!  From the moment you walk in, you are greeted by a posse of hostesses who are extremely warm and inviting.  Our server was Ali (Alexandra) and she was great!  

We had the pierogies which were yummy.  For my dinner, I had the butternut squash pasta and my husband had the kale salad.  We were both impressed with our meals. The kale salad is huge!

For dessert, I tried the s'more chocolate pudding.  It was delicious but very rich so you need 4 people to share as you can only have a few bites before being overwhelmed.",9/23/2017 18:02
ISirqOjZ0HRaKJqbIuhGRQ,4,"I've been here twice - once for breakfast and once for dinner. Both times the food was delicious. Last night I had the steak trite and it was Soo good. The steak was perfectly cooked and deliciously salty/charred/buttery goodness. It also comes with a green salad that's super simple and the perfect accompaniment. The little mountain of match stick fries are pretty hard to resist too.  Good beer selection and wine list and solid service. I think my only gripe was that the Michelada on the brunch menu had a cocktail price - dont charge double for pitting tomato juice in a beer, please. Definitely worth a visit to this cozy little café!",5/5/2019 15:25
v25g6pJUQzqhFIeNTIycWw,4,"Randomly came here with a group of 4. Friday night during dinner time in SB is popping. We got seated immediately and the service was solid from that point on. The drinks and food came out quickly. My friends had shrimp fajitas and short rib tacos. I had the Baja tacos. They were all prepared well and tasted amazing. Also, the bathroom was clean.",4/15/2017 14:51
qskILQ3k0I_qcCMI-k6_QQ,1,"If a restaurant can't keep the dining area clean, even bus the dishes and tables, then it gets a one star in my book. Plus there was a 12 noon lunch crowd lined up to order. Now where were they going to sit? Sort of reminds me of Kneaders, same problems in organization and managerial effort. We, of course, left and won't be back.",12/23/2014 19:57
UrQw8IyTOAAlokN-SMK3_Q,4,"What a burping delicious 6 years for me visiting this location. Time sure flew but improvements are noted.

20 beer taps and a wonderful variety of styles. Also, a bunch of large specialty bottles, cans and ciders.

Parking in their lot and street. They expanded their seating back left and they also have outdoor seating.

Very generous with their ""tastings""! Mahalo!",1/18/2022 1:32
l7aJcnu22t1bi9wODj8ACQ,5,Place is awesome. They had a twerking competition during the day which was interesting. The host was fun and energetic. During the night its a nice dance club and the patio is a chill place where you can get more drinks / test tube shots.,3/24/2017 22:07
EYs7KIqDHo8hH2_dFL_31A,4,"I've heard some people judge this place because ""it's hipster.""  It's a hockey bar. and yes, ""hipstery,"" but I wouldn't put myself into that category and have never felt weird or like I stuck out.  The food is delicious.  I'm a carnivore but have enjoyed their vegan options that I've tried.  I've never had a bad time here and have enjoyed all the food and drinks I've had.",10/17/2015 0:24
ZV5YqHrS0PktUTLT-F0s4w,4,"I came here all the time in high school and stopped going once I had to go gluten-free because I assumed I wouldn't be able to eat anything but lettuce. Today I decided to stop in and to my delight, they have an amazing ""gluten-friendly"" menu AND a gluten-free waitress, Paige, who was wonderful. Be prepared to be broke when you leave, because Paige recommended a million things and they were all delicious, so basically I will never need to eat ever again, as it's now 8 hours later and I'm still full.

So. Delicious. There is actually a totally reasonable number of menu options overall, including starters, that are safe for us gluten-free folks. Also, don't second guess it - get a Bellini.",5/30/2018 6:10
#NAME?,3,Pretty pricey and not much food for the amount paid. Also a warning that they do not have 'all you can eat' anymore despite their website saying they do.,1/19/2022 18:55
ZDCWEctaQHfJQT1sH_rMmA,3,"We hired Sierra to redesign and re-landscape our yards which were hit hard by the drought. They had great ideas, but the execution as a whole fell short due to a pattern of inconsistency. 

My parents have a tract home with an average-sized yard for Goleta. We needed the bulk of the existing landscape demo'd, with the exception of a few trees and hardscape items. When Jose came to provide an initial estimate, we found him to be a friendly guy and were excited over the idea of our yards being transformed into the oasis we'd long envisioned. Seven months later, this three-month job is still under construction. 

We appreciated how the work was billed in tiers. Rather than paying the full amount all at once, my parents would pay a bit at a time for the portion of work done. On that note, Sierra's bid was less expensive than some other landscapers we'd interviewed, which we also enjoyed. 

As evidenced by the photos, Sierra delivered quality craftsmanship. The plants and lawn are coming in beautifully, the landscape lighting looks gorgeous at night, and the raised planter beds are just what we wanted.

However, much of the initial momentum waned after month two or so. There would be weeks at a time with no work done - we did have a rain storm early on in 2019, but the timing on this didn't exceed three weeks. We were informed that there were several other current jobs on Sierra's pipeline, and never really felt like our project was a priority for them. It was a matter of my dad prodding Sierra to follow through with the procedure. For instance, when the lawn was installed, there was a two month delay before the irrigation was even operable - and now, some of the sprinklers are spraying hard water directly onto the brand new back bedroom windows. The fencing was constructed, but there was a four month gap until the gates were working. There was a good amount of cutting corners, here - I could go on but I'm sure you get the gist. 

Sierra began working on the yard in November of 2018. It is now May of 2019 and per my dad, it is about 90% complete. As I am writing this on my parents' behalf, they have stated that they likely would not recommend Sierra to others. I may modify the review if they come and complete the work (it has been two weeks since we've last seen them), but for now, three stars it is.",5/18/2019 19:04
0XfMCMZiEF42-W88Wc6maA,4,"First time Nashville visitor and we had been boozing all day, continued that here and wanted to grab some sliders! Amazing location.....location always wins.

Wait Staff (3/5): Our waiter was really nice and took care of us really well, but the service was super slow, poorly ran restaurant, the kitchen was extremely backed up.

Food (4/5): I ordered two chicken sliders with fries. I got the nashville chicken and southern comfort, both of them were absolutely delicious. The sauce was blended really well and wasn't overwhelming. The fries were to skinny for my liking and a tad salty.

Check (4/5): The sliders were way too small, two sliders and fries is $12. I ended up ordering 4 sliders myself, it should definitely be priced lower, since they are sliders. It just was not worth the value.",12/10/2020 22:29
h_erVp39Nr3tjZxEJk-6NQ,2,"Thought I was supposed to have it my way?  If that is the case why was my double bacon burger ready but I was asked to park as my hotdog would be another 2-3 minutes?  How does one not cool a hotdog faster or at equivalent time to two all beef patties?  Why would you also ask me to pull into a spot when no one was behind me and we I argued the point and waited the two minutes still no one was behind me. 
I also drop a star because whoever manages the place and asks do you want the number one meal should be fired. This is a pet peeve. You are not serving a dish that the chef created with ingredients he found at the farmers market. Don't make a suggestion, don't try to persuade, you are fast food let me just order. I won't waste your time and please do not waste mind. Fast food being the key words here.",12/24/2016 13:26
MIXnMsVzTiqvHUH3hEOVgA,4,"Sometimes or maybe more often than not, once you have noticed, too much of a good thing does not turn out to be such a good idea. Such was our experience here when we had a ""team"" of four waitstaff (gender neutral might I point out) belaboring about our table. For the record that was a ""one-to-one"" relationship of service staff to patron which proved to be overwhelming.
It might have gone better. No wait. It WOULD have gone better had they been orchestrated better and had specific assignments. Maybe in reality they did, but it sure didn't seem like it. No sooner had we told one that ""no we don't need anything else"" when the next one would turn up and ask ""is there anything else we can get for you?"".
Don't get me wrong, I'm very well seasoned with experiencing professional wait service but this was out of hand.
I loved the more common attention to detail, like the dark cloth napkins set upon dark clothing and white cloth napkins set upon lighter clothing and the refilling of beverages and the removal of unwarranted service items like the extra fork or spoon you didn't need but the hovering was mind blowing. Each of the four in our party expressed the same frustration with our almost constant interruption of or private conversation.
Otherwise the food was most excellent and was nearly not as expensive as I had anticipated.....
It's just....pull it back a few notches....please!",11/10/2018 21:44
orQdiPYw-FL5dyoWmYx6KQ,4,"The place for ice cream lovers! Their ice cream really tastes old-fashioned, which is amazing. I love the variety of toppings they have. There is nothing like a good sundae! 
Their waffle cone is out of this world too. Please order it. And the whipped cream!! So delicious. It tastes fresh and homemade. 
+ the little take out box is so cute!

I am just taking a star for some reasons: 1 - it is annoying that they are cash only and don't have an atm there; 2 - they only let you try one flavor. I am not sure if that bothers me or if it was just the way it was told me (= rudely). 
Anyway, what matters is that the ice cream is worth the trip.
PS: I highly recommend the Whirly Berley!",12/17/2017 3:48
Ug-mbJXA4YRXV-1aZEKoMw,5,"I always come to the cafe at honor bar for my morning coffee when I'm in the area. They have the best coffee and pastries (I get the chai latte or drip coffee). They also carry the best gifts and small trinkets in the cafe shop. The ambiance is great to grab and go or sit on the patio under the heated umbrellas. 

This spot is in the perfect area in lower village Montecito, right on the street with plenty of cute shops and eateries.",11/27/2021 4:11
f1CWR_LCMT4jcNUdXCtn9Q,5,"This place is great.
An awesome indoor climbing experience for all. My boys have climbed here but it's my youngest who likes it the most. 
They have 3 systems where you don't need a spotter, the other climbs require a partner on the ground while you climb the walls. 
I've never climbed as I'm always the only adult with my boys but it's usually 50/50 split between adults and beginners climbing, all abilities. No need to be bashful of you're a beginner here. Laid back atmosphere. They give you a brief tutorial after they get you in the harness each time you come. They also offer lessons and other group and instructor led activities. There is also an opportunity to join and become a member/frequent climber that has perks, see their website for info. 
For my 9yo it was $12/day pass that included his climbing gear and shoes only slightly more for older kids. 
This is a great place. We've been 2x this week already and have been in the past as well. Great place to support. 
One more thing, masks aren't required which is bothersome to me, we're in a pandemic. My son and I kept our KN95 mask on the entire time. Didn't put a damper on his fun at all.",12/31/2021 3:08
13BuYMTGktz_VEsgOZiy0w,1,"Sent several Eileen Fisher sweaters in for cleaning recently. When they returned, they were stretched out of shape and pressed thin.  Worse, one had a large hole in the back. No note, no call, just a hole.  When I contacted them they indicated that ""the sweater probably already had a small hole in it and the cleaning just frayed it"". I asked for the sweater to be replaced.  Instead they ""mended"" it and sent it back with a large pucker in the back. After several texts and phone calls, I was offered 1/2 the price of the sweater. Though I have been with Clothesline for years, I will be seeking a new service.",1/30/2021 17:07
BUO6q0hMfGWFXDPoAiUc9g,5,"Coffee and lattes are to die for. Absolutely delicious. Food is good tasting but certainly pricey. Honestly, this place has got just about everything you'd want to hang out for ever. Plenty of seating and they have a couch area that's basically central perk but mid century modern. 
Must go. Try their egg latte or avocado latte cuz it's vastly different than anything you'll find elsewhere.",11/5/2021 0:00
Cxu2V4qyxgKd8whItb-2Cw,1,"As a NOLA native, I have visited this place multiple times and know for a fact that this IS NOT A BLACK OWNED restaurant. So imagine my surprise when I come on here and see a black woman commenting as the ""business owner."" This is not okay and is false advertising. You are intentionally misleading people as part of a marketing plan. I initially came to the page to recommend to someone as a late night spot. The food is mediocre at best and certainly not ""authentic soul food"" but after a late night and drinks it gets the job done. Especially in an area where the old faithful Genes Poboys is gone and there are limited food options. However, after seeing this, I am truly appalled and cannot in good faith recommend anyone to patron this establishment. DO NOT EAT HERE.",11/8/2021 8:49
fOgIfRsVlT1Rk9cWGXrTYg,4,"I really loved living at the Raleigh building on 13th and Pennsylvania. It is an older building, but it has been renovated beautifully. From the stainless steel appliances, to the granite countertops, and the huge bay windows; the Raleigh is hands down the nicest apartment I have lived in. 

The location is convenient as well. It's on the north side of downtown, so you have to walk or drive a mile or so to get to most of the downtown attractions, but it was also nice to be a little bit away from all of the noise and traffic that comes with living downtown. We moved out after a year, due to our rent increasing almost $100 a month, which is the only bad thing I have to say about Circle City Apartments. We would've stayed if we could've afforded to, but it was already at the top of our rent budget when we moved in, so it just made sense for us to move to a more affordable place outside of downtown. However, the rent is actually very reasonable for those that can afford to pay premium prices to live downtown, and priced much better than some of the newer, luxury apartments downtown.

Overall, we had a positive experience renting from Circle City Apartments and I would absolutely recommend them to a friend looking to rent in downtown Indy.",1/30/2018 23:13
CtLL-l2vr17SG2ers8k1CA,4,Yes they have awesome smoothies & juices.  I just enjoyed a fantastic bowl of Garden Vegetable soup.  Full of fresh veggies in a nice broth.,1/9/2019 16:57
NXnWmsyvBx8hjmCTFROt2Q,5,"Extremely excited that this location opened up, considering the one at the Tucson Mall had closed and I didn't know what I was going to do with myself (I've had a Red Robin craving since I realized the other location was closing). 

First, I enjoy the bottomless fries. It isn't a healthy option and we should all limit how many fries we consume. Yeah whatever, when I go, I'm excited that the fries just keep coming. There are steak fries, chips, garlic fries, sweet potato fries. Great set of option here. 

I appreciate that when I asked for well-done, my burger was indeed well-done. That was pretty good, considering a lot of places don't understand my desire for ""no pink."" I got the Whiskey River BBQ without mayo (public service announcement: mayo is gross) and loved it. Delicious! The buns are to die for. They really impressed me. 

Also at the table was a Prime Chophouse that looked appetizing. Glancing over the menu, there are several different burgers that I'd love to try. I mean... there is a Bonzai burger (Hawaiian theme?) and the Blue Cheese burger, both of which look like they're amazing (I saw a Blue burger at a nearby table and salivated a little). 

Great service, even though they'd just opened and the place was slammed. They have TVs for football if you're into that. I think it makes the place too loud, and it is hard to have a quiet (well...any) conversation. But if you're there for food and not an intimate date you'll enjoy the burgers.",9/12/2018 20:19
kkaWSsIDLsKzHOl1UpD2tg,4,"Before heading to Americas Center for the home & garden show we stopped by to try Porano.  Gerard Crafts fast food italian concept.  
    We really liked the idea and our bowls.  I got pasta with spicy tofu, chicken, chili oil, crispy garlic and hot honey... delish.  My wife had pasta with sunday sugo sauce, with chicken, tofu, crispy garlic and pecorino.  My daughter got butter noodles with parmesan.  We all enjoyed our lunch.  
    I loved the space.  The decor was cool and modern.  I wish we had one close to where we live.",3/12/2017 23:47
8V1S82FVuaZLRSaOm309HA,4,This place has some very authentic Vietnamese cuisine. None of the dishes were Americanized they stayed very true to their roots. The Pho and Bun Bo Hue was very delicious and the fresh rolls and fried spring rolls were outstanding. I recommend this place for very authentic Vietnamese dishes. They have a very extensive seafood menu which I will be trying next time.,11/8/2019 0:06
Ayej8i7eNcSPzmPtQxDNKw,5,"Wow! There is a reason that there's always a two hour wait here! I'll start out with a tip, if you want to get a table come here right when they open! Even then, there was a way. The food was phenomenal and the service was great! This is the best brunch place in New Orleans! Definitely recommend any visitors in town, or locals, come down and check this place out! I got the Fried Chicken Benny and an ice coffee, and started with fried green tomatoes... So good!",4/18/2021 1:52
pB5lQM3aE2txJsr2amW5sA,3,"This used to be my favorite place to grab takeout but it seems that there's less fresh ingredients than used to be used. I used to love their veggies and chicken but now very little by way of veggies and the chicken is not quality. To add to it, we wished to dine in, added a generous tip to receipt but wasn't asked and our food came in to go containers. Why would someone tip over 20% if they're doing carry out? I also can't stand everything is styrofoam, even for dine in.",12/5/2017 9:31
q_wVhULPqerYHmov0eXbww,4,"The food is a 5 and might be one of the tastiest breakfast places I have been to.  The service though was slow and the wait staff all switched off throughout our meal so it was weird and disconnected.  The food took a while. But this place is a MUST stop for breakfast/brunch 


The atmosphere in this place is new and hip.  They have some cushion seating along with wood chairs and padded chairs.  He look inside is new, yet authentic.  It's an excellent place to eat even though this location is somewhat strange in a strip mall. 

FOOD-- I got the chikichikichanga.  Somewhat of a breakfast burrito with chicken.  So good.  Sounds weird but just get it.  My fiancé got the pumpkin pancakes and those were a fluffy tasty circular masterpiece.  Get them.  Get them twice.",9/2/2017 23:04
ytb3v_o9EbKVOYVPW7F1Zg,1,"last Wednesday me and my family (8 people) went there, but it turns out that your place was closed. we checked on your website before hand that you were not close. please update your website! other customers may mistaken this too. it was hard to find parking and it was very cold outside. we went there at 7pm too.",1/11/2022 2:52
6C8Ne6yRu6TzBLbhfhdduw,3,"tl;dr despite its gorgeous location and well-executed set-up, expect a menu of overpriced and underwhelming cafe fare

This all-day cafe, run by Top Chef champion Nick Elmi, was one of the hottest openings of the year. The Landing Kitchen is built into the ground floor of the Bala Cynwyd Residence Inn, itself an homage to the Pencoyd Ironworks foundry. Industrial accents including exposed beams, garage-doors style windows, and converted metalwork highlight the atmosphere. The spacious patio hosts plenty of marble tables, complete with umbrellas and heat lamps to accommodate any weather. If you're lucky, you can grab a seat at one of the sophisticated lawn chairs, arranged around the large gas firepit. The riverside location offers uncharacteristically stunning snapshots of the Schuylkill (one-upped only by the views from the Pencoyd footbridge, only a stone's throw away). Order at the counter, then take a number to your table.

We arrived mid-morning for Sunday brunch to a moderately sized line. Despite the hordes of staff members, most seemed either distracted or clueless. The line nearly stretched out the door by the time we ordered.

My partner and I split The Ironworker and the Landing Breakfast Sandwich. Both sandos were moderately sized, and both would have immensely benefited from a more exciting bun. For the former, the richness of the pork roll and Cooper sharp pleasantly contrasted the sweet tomato spread; however, the potato roll felt flimsy. For the latter, the maple sausage / salsa verde combo sported a nice zing of flavor, but the shoe-like English muffin was dull and forgettable. The table also shared an order of BBQ Fries, which could not have a more misleading name -- they were limp steakhouse fries, unevenly seasoned and served with Heinz ketchup packets. The coffees ranged from standard to underwhelming; flavor shots in the iced coffees were decidedly flavorless, despite an associated upcharge.

The bill sat at nearly $20 a head (after tax and tip). While the sandwiches were a step above fast-food breakfast sandos, the premium on them feels borderline criminal. While the Landing Kitchen is worth a visit at least once to appreciate the scenery, don't hold your breath for a dining experience to match.",10/18/2021 16:17
jc8xUrNwZRgXMSLr_qzAcA,5,"FINALLY Nashville gets a real Korean BBQ place. Well, Brentwood but close enough...and I didn't actually try the BBQ yet but it looks legit. The tables with grills are on the right side of the restaurant. If you just want the regular menu, you sit to the left. I went for lunch and was in the mood for some soup. Korean soup (or jjigae) is the best soup you will ever have. I used to live in Korea and would eat it almost every day when the weather was cold. Or hot. Or the next morning after a rough night. Ok, so it's always good (wiping off drool and getting back to my review). Sitting in the booth, it was pointed out to me that the table had a call button. This is what every restaurant in Korea has. If you need something, press the button. It might seem rude but it's actually pretty convenient. The menu has a mix of Japanese and Korean items. I didn't pay much attention to the sushi and focused on the Korean dishes. I was excited to see some great ""appetizers"" like tteokboki and pajeon. I knew I couldn't eat these plus a soup for lunch but I really want to go back for dinner and get some tteokboki. I knew right away what I wanted. Yukgaejang is my favorite Korean food. It's a spicy broth with shredded beef, egg, bean sprouts, glass noodles, and bracken (? I think this is the translation in English). If you've never had this, order it. It's life changing. I have had this at other  Korean restaurants in America and it has been a bit oily or just way too spicy (which it's supposed to be so that's fine). However, this one was perfect. It was spicy enough without killing me, it wasn't oily, and it had just the right amount of all the ingredients. This is the best bowl of yukgaejang I have had since coming back from Korea. The ban chan were also delicious and plentiful. My favorite dish is the cucumbers with the gochujang. Since it was lunch, I just had a Coke, but they have great prices on beer. They also have soju if you want to drink like a true Korean. Overall, this place is pretty authentic and seems to have all of my Korean favorites. I will be able to come here and fulfill all of my Korean cravings!",10/16/2018 18:47
58-fWc8wcvuWS6d7f8J4Vg,4,Had some delivered for a get together and I mean...they're simply great! I don't have too much to add to that. My favorites are the mint chocolate chip and snickerdoodle (chocolate chip a close third). If you're in the mood for some cookies can't go wrong here! They are very sweet/heavy for me so I recommend having a tall glass of milk or water next to you!,7/2/2021 23:08
880oNqoWLYv7f_eo0Cgsmg,3,"Super busy breakfast joint. You might be waiting for quite a bit to get a table on weekends. But these are the types of breakfast places I do like to go to, I love the noise and the crowds, wakes me up on a lazy saturday. 

Good food and good service. My favorite is huveos ranchero with the green sauce. That's all I go here for. It is delicious. It's heavy and I always have some left overs.",12/21/2021 4:41
vdioUea83QYfcVpet3PELw,2,"Lots of employees walking around doing nothing. I watched the same guy walk a 30 foot stretch over and over picking up and setting down the same rag. There was no water refill at any point, lots of upset tables with issues with their checks. The young hostess was very friendly. Most of the employees wandering around seemed lost like they weren't sure what their job was. The rest of the staff was beyond slow and not super personable. It took  around 30 minutes to get our check. 

The food presentation was good but way overpriced. The ""smash burger"" is not a smash burger, thick patty more like a steak burger? It was good flavor but just not what the menu said by any stretch. Also didn't have the normal smash burger flavor of being cooked in mustard. 

The fries were a large portion as pictured good thing for an extra $4, heavily seasoned in Lawrys.",10/24/2021 20:45
7i5QqTqtT043RnL2dE4I4Q,4,"First time I went to Seattle I tried dim sum and fell In love, when I came back to Indy I looked for a place and I found that lucky lou is the only actual dim sum restaurant in Indiana so I tried it. 

The food is great and authentic, love the taste and the price for what you get buuuut the service is not really nice. I have always thought it might have to do with a cultural situation but today, after probably my 10th time of being there I can tell that my waitress was nos happy doing her job today. Hopefully next time it'll be different. 

The food is worth the experience with the waitresses.",5/15/2021 22:56
eu6qafxvSwlnfmHVcD8Qzg,4,"Great Date location!! This was our pick for Valentine's Day. We started off with the toasted ravioli which was delicious. The ravioli came with a marinara sauce that was unbelievable. We order drinks to start the night off right. I had their famous whiskey and cola..well I had a couple of them. This cocktail was made with a st Elmo whiskey which had hints of cherry in it. They were so good!!! Great dishes to try if you love seafood like I do is the scallops with couscous. My fiancé had the filet which was super tender. For sides we had fried green tomatoes, creamed spinach, and mash potatoes. Everything was great even the service. Our server Sarah was very attentive. The only thing that missed the mark was the bread pudding. It was really burnt at the bottom. All in all a great time with great service!!",2/15/2020 14:41
__lBqInsieAkCXmrPSMguA,3,"Come here early if you want to be able to pick from the entire menu! I think I would have had a much better experience if I'd been able to have my first or second choice meal. The Mug is farm to table, which means that their ingredients come in limited quantities so once they run out, they're out! Head over early to ensure that you can have your pick of everything they have to offer. 

I had the sloppy joe because they were completely out of chicken when I went. The meat was what you'd expect from a sloppy joe but the bun was just a general grocery store bun. I decided to go for the garlic fries, but found them to be a huge letdown. Instead of the fries being tossed with fresh garlic or granulated garlic and any other seasonings, they just added chopped garlic to the top of regular, non-seasoned fries. I've heard the sweet potato fries are good, so maybe go with those instead. We wanted to try their mac and cheese, but they were also out of that when we went. On the plus side, their root beer is delicious! Someone in my party said the pork tenderloin was very tasty, so go for it if you're interested.

They have a nice covered patio and allow pets to sit there while you eat, so that's a huge plus especially when the weather is nice. Overall, just make sure to head over early if you want to be able to choose from the entire menu!",9/29/2019 2:32
2T-uLnrd-PHwcEAQWqMsHA,5,"Amazing is an understatement. My husband and I were in New Orleans for 4 days and went on a mini food tour around the city. We ended up at Sylvain by miraculous chance on our last night there. I'm not even sure there are words to describe its awesomeness! The sweet breads were the most amazing we have ever had, the Brussel sprout salad IS as good as they say it is, and the antipasti is beyond phenomenal! My husband had the beef cheeks which literally melted in your mouth and had the most amazing flavor. I had the Flounder special served over a sweet potato and sausage hash set on top of pesto sauce. UNBELIEVABLE! My mouth is still watering! The staff is friendly and very welcoming, along with one of the owners who we had the pleasure of meeting.  You have got to go there and experience this lovely restaurant, your taste buds will thank you! We will definitely be returning and are recommending it to everyone we know! Thank you Sylvain for an amazing dining experience.",2/6/2013 14:48
gfQqQYI5_hCAGEHlHXIz2Q,4,"Really good selection. I was looking for a specific beer for a bread recipe, and since I was in NJ visiting family I called around to see where I could find it. (Stores near my Philly home didn't have it.)

This place said they had it, so I headed over. They also have a wide selection of local beer, so I picked up a new-to-me local brand to try. 

I got in and out quickly, and staff were quick to help me find what I came for.",1/3/2022 16:32
YuUws-XyGVMbkOLN8aF4WQ,4,"100% satisfied with my experience here for brunch. They have a great reasonably priced menu including bottomless mimosas for $15 and beer bloody Mary's for $6.50! Ample outdoor seating on the front patio for that perfect brunch feel. 

I ordered the bleu cheese burger which came with country potatoes, they were just a little dry so I might do salad next time. 
My friend ordered the cornbread Benedict, interesting mixture but I don't think I'd order it for myself. 
I'd love to come back for happy hour and appetizers and to sit out on the back patio.",11/12/2017 20:46
7o8LwMEYdRW6hYHWQGA_8w,2,"Beautiful gifts with many items geared towards St. Louis and regional teams/schools. I'm only giving them two stars because the prices are outrageously expensive. Go to Etsy and you will pay 1/3 as much for the same item.

As others have mentioned, their customer service is also terrible. It's clear that their staff only acknowledges some of their customers and completely ignores others. I have been there at least 5 times and not once have I ever been greeted. I would not recommend this store.",1/13/2022 0:38
